,Order Number,Finished Good,Order Size,Item_Number,Quantity,Shared_parts
1429,14,2,3,PROC11106,1,.
1430,14,2,3,PROC10958,1,.
1431,14,2,3,SSW0Q44609,2,1
1432,14,2,3,PROC10219,1,.
1433,14,2,3,PROC10938,2,3
1434,22,2,4,000000000000011977,1,.
1435,22,2,4,SSW0G44678,1,.
1436,22,2,4,SSW0F63159,2,1
1437,22,2,4,SSW0G42868,1,.
1438,22,2,4,SSW0G44017,1,.
1439,22,2,4,SSW0L47695,2,4
1440,22,2,4,000000000031042062,1,.
1441,22,2,4,cdb_50000007,2,5
1442,22,2,4,cdb_47000131,1,.
1443,22,2,4,PROC10001,1,.
1444,22,2,4,PROC13101,1,.
1445,22,2,4,000000000031034774,2,4
1446,22,2,4,000000000031503243,2,3
1447,22,2,4,000000000031503244,2,5
1448,22,2,4,PROC11611,2,1
1449,22,2,4,PROC8211,1,.
1450,22,2,4,PROC8214,2,5
1451,22,2,4,SPP0J33247,1,.
1452,22,2,4,PROC8345,1,.
1453,22,2,4,SM20H54472,1,.
1454,22,2,4,000000000031503455,2,5
1455,22,2,4,000000000031503456,2,3
1456,22,2,4,SPP0J33159,2,3
1457,22,2,4,SPP0M26744,1,.
1458,22,2,4,PROC11106,1,.
1459,22,2,4,PROC10958,1,.
1460,22,2,4,SSW0Q44609,2,1
1461,22,2,4,PROC10219,1,.
1462,22,2,4,PROC10938,2,3
1463,24,2,1,000000000000011977,1,.
1464,24,2,1,SSW0G44678,1,.
1465,24,2,1,SSW0F63159,2,1
1466,24,2,1,SSW0G42868,1,.
1467,24,2,1,SSW0G44017,1,.
1468,24,2,1,SSW0L47695,2,4
1469,24,2,1,000000000031042062,1,.
1470,24,2,1,cdb_50000007,2,5
1471,24,2,1,cdb_47000131,1,.
1472,24,2,1,PROC10001,1,.
1473,24,2,1,PROC13101,1,.
1474,24,2,1,000000000031034774,2,4
1475,24,2,1,000000000031503243,2,3
1476,24,2,1,000000000031503244,2,5
1477,24,2,1,PROC11611,2,1
1478,24,2,1,PROC8211,1,.
1479,24,2,1,PROC8214,2,5
1480,24,2,1,SPP0J33247,1,.
1481,24,2,1,PROC8345,1,.
1482,24,2,1,SM20H54472,1,.
1483,24,2,1,000000000031503455,2,5
1484,24,2,1,000000000031503456,2,3
1485,24,2,1,SPP0J33159,2,3
1486,24,2,1,SPP0M26744,1,.
1487,24,2,1,PROC11106,1,.
1488,24,2,1,PROC10958,1,.
1489,24,2,1,SSW0Q44609,2,1
1490,24,2,1,PROC10219,1,.
1491,24,2,1,PROC10938,2,3
1492,29,2,3,000000000000011977,1,.
1493,29,2,3,SSW0G44678,1,.
1494,29,2,3,SSW0F63159,2,1
1495,29,2,3,SSW0G42868,1,.
1496,29,2,3,SSW0G44017,1,.
1497,29,2,3,SSW0L47695,2,4
1498,29,2,3,000000000031042062,1,.
1499,29,2,3,cdb_50000007,2,5
1500,29,2,3,cdb_47000131,1,.
1501,29,2,3,PROC10001,1,.
1502,29,2,3,PROC13101,1,.
1503,29,2,3,000000000031034774,2,4
1504,29,2,3,000000000031503243,2,3
1505,29,2,3,000000000031503244,2,5
1506,29,2,3,PROC11611,2,1
1507,29,2,3,PROC8211,1,.
1508,29,2,3,PROC8214,2,5
1509,29,2,3,SPP0J33247,1,.
1510,29,2,3,PROC8345,1,.
1511,29,2,3,SM20H54472,1,.
1512,29,2,3,000000000031503455,2,5
1513,29,2,3,000000000031503456,2,3
1514,29,2,3,SPP0J33159,2,3
1515,29,2,3,SPP0M26744,1,.
1516,29,2,3,PROC11106,1,.
1517,29,2,3,PROC10958,1,.
1518,29,2,3,SSW0Q44609,2,1
1519,29,2,3,PROC10219,1,.
1520,29,2,3,PROC10938,2,3
1521,37,2,2,000000000000011977,1,.
1522,37,2,2,SSW0G44678,1,.
1523,37,2,2,SSW0F63159,2,1
1524,37,2,2,SSW0G42868,1,.
1525,37,2,2,SSW0G44017,1,.
1526,37,2,2,SSW0L47695,2,4
1527,37,2,2,000000000031042062,1,.
1528,37,2,2,cdb_50000007,2,5
1529,37,2,2,cdb_47000131,1,.
1530,37,2,2,PROC10001,1,.
1531,37,2,2,PROC13101,1,.
1532,37,2,2,000000000031034774,2,4
1533,37,2,2,000000000031503243,2,3
1534,37,2,2,000000000031503244,2,5
1535,37,2,2,PROC11611,2,1
1536,37,2,2,PROC8211,1,.
1537,37,2,2,PROC8214,2,5
1538,37,2,2,SPP0J33247,1,.
1539,37,2,2,PROC8345,1,.
1540,37,2,2,SM20H54472,1,.
1541,37,2,2,000000000031503455,2,5
1542,37,2,2,000000000031503456,2,3
1543,37,2,2,SPP0J33159,2,3
1544,37,2,2,SPP0M26744,1,.
1545,37,2,2,PROC11106,1,.
1546,37,2,2,PROC10958,1,.
1547,37,2,2,SSW0Q44609,2,1
1548,37,2,2,PROC10219,1,.
1549,37,2,2,PROC10938,2,3
1550,43,2,1,000000000000011977,1,.
1551,43,2,1,SSW0G44678,1,.
1552,43,2,1,SSW0F63159,2,1
1553,43,2,1,SSW0G42868,1,.
1554,43,2,1,SSW0G44017,1,.
1555,43,2,1,SSW0L47695,2,4
1556,43,2,1,000000000031042062,1,.
1557,43,2,1,cdb_50000007,2,5
1558,43,2,1,cdb_47000131,1,.
1559,43,2,1,PROC10001,1,.
1560,43,2,1,PROC13101,1,.
1561,43,2,1,000000000031034774,2,4
1562,43,2,1,000000000031503243,2,3
1563,43,2,1,000000000031503244,2,5
1564,43,2,1,PROC11611,2,1
1565,43,2,1,PROC8211,1,.
1566,43,2,1,PROC8214,2,5
1567,43,2,1,SPP0J33247,1,.
1568,43,2,1,PROC8345,1,.
1569,43,2,1,SM20H54472,1,.
1570,43,2,1,000000000031503455,2,5
1571,43,2,1,000000000031503456,2,3
1572,43,2,1,SPP0J33159,2,3
1573,43,2,1,SPP0M26744,1,.
1574,43,2,1,PROC11106,1,.
1575,43,2,1,PROC10958,1,.
1576,43,2,1,SSW0Q44609,2,1
1577,43,2,1,PROC10219,1,.
1578,43,2,1,PROC10938,2,3
1579,53,2,3,000000000000011977,1,.
1580,53,2,3,SSW0G44678,1,.
1581,53,2,3,SSW0F63159,2,1
1582,53,2,3,SSW0G42868,1,.
1583,53,2,3,SSW0G44017,1,.
1584,53,2,3,SSW0L47695,2,4
1585,53,2,3,000000000031042062,1,.
1586,53,2,3,cdb_50000007,2,5
1587,53,2,3,cdb_47000131,1,.
1588,53,2,3,PROC10001,1,.
1589,53,2,3,PROC13101,1,.
1590,53,2,3,000000000031034774,2,4
1591,53,2,3,000000000031503243,2,3
1592,53,2,3,000000000031503244,2,5
1593,53,2,3,PROC11611,2,1
1594,53,2,3,PROC8211,1,.
1595,53,2,3,PROC8214,2,5
1596,53,2,3,SPP0J33247,1,.
1597,53,2,3,PROC8345,1,.
1598,53,2,3,SM20H54472,1,.
1599,53,2,3,000000000031503455,2,5
1600,53,2,3,000000000031503456,2,3
1601,53,2,3,SPP0J33159,2,3
1602,53,2,3,SPP0M26744,1,.
1603,53,2,3,PROC11106,1,.
1604,53,2,3,PROC10958,1,.
1605,53,2,3,SSW0Q44609,2,1
1606,53,2,3,PROC10219,1,.
1607,53,2,3,PROC10938,2,3
1608,56,2,2,000000000000011977,1,.
1609,56,2,2,SSW0G44678,1,.
1610,56,2,2,SSW0F63159,2,1
1611,56,2,2,SSW0G42868,1,.
1612,56,2,2,SSW0G44017,1,.
1613,56,2,2,SSW0L47695,2,4
1614,56,2,2,000000000031042062,1,.
1615,56,2,2,cdb_50000007,2,5
1616,56,2,2,cdb_47000131,1,.
1617,56,2,2,PROC10001,1,.
1618,56,2,2,PROC13101,1,.
1619,56,2,2,000000000031034774,2,4
1620,56,2,2,000000000031503243,2,3
1621,56,2,2,000000000031503244,2,5
1622,56,2,2,PROC11611,2,1
1623,56,2,2,PROC8211,1,.
1624,56,2,2,PROC8214,2,5
1625,56,2,2,SPP0J33247,1,.
1626,56,2,2,PROC8345,1,.
1627,56,2,2,SM20H54472,1,.
1628,56,2,2,000000000031503455,2,5
1629,56,2,2,000000000031503456,2,3
1630,56,2,2,SPP0J33159,2,3
1631,56,2,2,SPP0M26744,1,.
1632,56,2,2,PROC11106,1,.
1633,56,2,2,PROC10958,1,.
1634,56,2,2,SSW0Q44609,2,1
1635,56,2,2,PROC10219,1,.
1636,56,2,2,PROC10938,2,3
1637,58,2,5,000000000000011977,1,.
1638,58,2,5,SSW0G44678,1,.
1639,58,2,5,SSW0F63159,2,1
1640,58,2,5,SSW0G42868,1,.
1641,58,2,5,SSW0G44017,1,.
1642,58,2,5,SSW0L47695,2,4
1643,58,2,5,000000000031042062,1,.
1644,58,2,5,cdb_50000007,2,5
1645,58,2,5,cdb_47000131,1,.
1646,58,2,5,PROC10001,1,.
1647,58,2,5,PROC13101,1,.
1648,58,2,5,000000000031034774,2,4
1649,58,2,5,000000000031503243,2,3
1650,58,2,5,000000000031503244,2,5
1651,58,2,5,PROC11611,2,1
1652,58,2,5,PROC8211,1,.
1653,58,2,5,PROC8214,2,5
1654,58,2,5,SPP0J33247,1,.
1655,58,2,5,PROC8345,1,.
1656,58,2,5,SM20H54472,1,.
1657,58,2,5,000000000031503455,2,5
1658,58,2,5,000000000031503456,2,3
1659,58,2,5,SPP0J33159,2,3
1660,58,2,5,SPP0M26744,1,.
1661,58,2,5,PROC11106,1,.
1662,58,2,5,PROC10958,1,.
1663,58,2,5,SSW0Q44609,2,1
1664,58,2,5,PROC10219,1,.
1665,58,2,5,PROC10938,2,3
1666,66,2,3,000000000000011977,1,.
1667,66,2,3,SSW0G44678,1,.
1668,66,2,3,SSW0F63159,2,1
1669,66,2,3,SSW0G42868,1,.
1670,66,2,3,SSW0G44017,1,.
1671,66,2,3,SSW0L47695,2,4
1672,66,2,3,000000000031042062,1,.
1673,66,2,3,cdb_50000007,2,5
1674,66,2,3,cdb_47000131,1,.
1675,66,2,3,PROC10001,1,.
1676,66,2,3,PROC13101,1,.
1677,66,2,3,000000000031034774,2,4
1678,66,2,3,000000000031503243,2,3
1679,66,2,3,000000000031503244,2,5
1680,66,2,3,PROC11611,2,1
1681,66,2,3,PROC8211,1,.
1682,66,2,3,PROC8214,2,5
1683,66,2,3,SPP0J33247,1,.
1684,66,2,3,PROC8345,1,.
1685,66,2,3,SM20H54472,1,.
1686,66,2,3,000000000031503455,2,5
1687,66,2,3,000000000031503456,2,3
1688,66,2,3,SPP0J33159,2,3
1689,66,2,3,SPP0M26744,1,.
1690,66,2,3,PROC11106,1,.
1691,66,2,3,PROC10958,1,.
1692,66,2,3,SSW0Q44609,2,1
1693,66,2,3,PROC10219,1,.
1694,66,2,3,PROC10938,2,3
1695,78,2,2,000000000000011977,1,.
1696,78,2,2,SSW0G44678,1,.
1697,78,2,2,SSW0F63159,2,1
1698,78,2,2,SSW0G42868,1,.
1699,78,2,2,SSW0G44017,1,.
1700,78,2,2,SSW0L47695,2,4
1701,78,2,2,000000000031042062,1,.
1702,78,2,2,cdb_50000007,2,5
1703,78,2,2,cdb_47000131,1,.
1704,78,2,2,PROC10001,1,.
1705,78,2,2,PROC13101,1,.
1706,78,2,2,000000000031034774,2,4
1707,78,2,2,000000000031503243,2,3
1708,78,2,2,000000000031503244,2,5
1709,78,2,2,PROC11611,2,1
1710,78,2,2,PROC8211,1,.
1711,78,2,2,PROC8214,2,5
1712,78,2,2,SPP0J33247,1,.
1713,78,2,2,PROC8345,1,.
1714,78,2,2,SM20H54472,1,.
1715,78,2,2,000000000031503455,2,5
1716,78,2,2,000000000031503456,2,3
1717,78,2,2,SPP0J33159,2,3
1718,78,2,2,SPP0M26744,1,.
1719,78,2,2,PROC11106,1,.
1720,78,2,2,PROC10958,1,.
1721,78,2,2,SSW0Q44609,2,1
1722,78,2,2,PROC10219,1,.
1723,78,2,2,PROC10938,2,3
1724,87,2,1,000000000000011977,1,.
1725,87,2,1,SSW0G44678,1,.
1726,87,2,1,SSW0F63159,2,1
1727,87,2,1,SSW0G42868,1,.
1728,87,2,1,SSW0G44017,1,.
1729,87,2,1,SSW0L47695,2,4
1730,87,2,1,000000000031042062,1,.
1731,87,2,1,cdb_50000007,2,5
1732,87,2,1,cdb_47000131,1,.
1733,87,2,1,PROC10001,1,.
1734,87,2,1,PROC13101,1,.
1735,87,2,1,000000000031034774,2,4
1736,87,2,1,000000000031503243,2,3
1737,87,2,1,000000000031503244,2,5
1738,87,2,1,PROC11611,2,1
1739,87,2,1,PROC8211,1,.
1740,87,2,1,PROC8214,2,5
1741,87,2,1,SPP0J33247,1,.
1742,87,2,1,PROC8345,1,.
1743,87,2,1,SM20H54472,1,.
1744,87,2,1,000000000031503455,2,5
1745,87,2,1,000000000031503456,2,3
1746,87,2,1,SPP0J33159,2,3
1747,87,2,1,SPP0M26744,1,.
1748,87,2,1,PROC11106,1,.
1749,87,2,1,PROC10958,1,.
1750,87,2,1,SSW0Q44609,2,1
1751,87,2,1,PROC10219,1,.
1752,87,2,1,PROC10938,2,3
1753,97,2,5,000000000000011977,1,.
1754,97,2,5,SSW0G44678,1,.
1755,97,2,5,SSW0F63159,2,1
1756,97,2,5,SSW0G42868,1,.
1757,97,2,5,SSW0G44017,1,.
1758,97,2,5,SSW0L47695,2,4
1759,97,2,5,000000000031042062,1,.
1760,97,2,5,cdb_50000007,2,5
1761,97,2,5,cdb_47000131,1,.
1762,97,2,5,PROC10001,1,.
1763,97,2,5,PROC13101,1,.
1764,97,2,5,000000000031034774,2,4
1765,97,2,5,000000000031503243,2,3
1766,97,2,5,000000000031503244,2,5
1767,97,2,5,PROC11611,2,1
1768,97,2,5,PROC8211,1,.
1769,97,2,5,PROC8214,2,5
1770,97,2,5,SPP0J33247,1,.
1771,97,2,5,PROC8345,1,.
1772,97,2,5,SM20H54472,1,.
1773,97,2,5,000000000031503455,2,5
1774,97,2,5,000000000031503456,2,3
1775,97,2,5,SPP0J33159,2,3
1776,97,2,5,SPP0M26744,1,.
1777,97,2,5,PROC11106,1,.
1778,97,2,5,PROC10958,1,.
1779,97,2,5,SSW0Q44609,2,1
1780,97,2,5,PROC10219,1,.
1781,97,2,5,PROC10938,2,3
1782,98,2,2,000000000000011977,1,.
1783,98,2,2,SSW0G44678,1,.
1784,98,2,2,SSW0F63159,2,1
1785,98,2,2,SSW0G42868,1,.
1786,98,2,2,SSW0G44017,1,.
1787,98,2,2,SSW0L47695,2,4
1788,98,2,2,000000000031042062,1,.
1789,98,2,2,cdb_50000007,2,5
1790,98,2,2,cdb_47000131,1,.
1791,98,2,2,PROC10001,1,.
1792,98,2,2,PROC13101,1,.
1793,98,2,2,000000000031034774,2,4
1794,98,2,2,000000000031503243,2,3
1795,98,2,2,000000000031503244,2,5
1796,98,2,2,PROC11611,2,1
1797,98,2,2,PROC8211,1,.
1798,98,2,2,PROC8214,2,5
1799,98,2,2,SPP0J33247,1,.
1800,98,2,2,PROC8345,1,.
1801,98,2,2,SM20H54472,1,.
1802,98,2,2,000000000031503455,2,5
1803,98,2,2,000000000031503456,2,3
1804,98,2,2,SPP0J33159,2,3
1805,98,2,2,SPP0M26744,1,.
1806,98,2,2,PROC11106,1,.
1807,98,2,2,PROC10958,1,.
1808,98,2,2,SSW0Q44609,2,1
1809,98,2,2,PROC10219,1,.
1810,98,2,2,PROC10938,2,3
1811,99,2,1,000000000000011977,1,.
1812,99,2,1,SSW0G44678,1,.
1813,99,2,1,SSW0F63159,2,1
1814,99,2,1,SSW0G42868,1,.
1815,99,2,1,SSW0G44017,1,.
1816,99,2,1,SSW0L47695,2,4
1817,99,2,1,000000000031042062,1,.
1818,99,2,1,cdb_50000007,2,5
1819,99,2,1,cdb_47000131,1,.
1820,99,2,1,PROC10001,1,.
1821,99,2,1,PROC13101,1,.
1822,99,2,1,000000000031034774,2,4
1823,99,2,1,000000000031503243,2,3
1824,99,2,1,000000000031503244,2,5
1825,99,2,1,PROC11611,2,1
1826,99,2,1,PROC8211,1,.
1827,99,2,1,PROC8214,2,5
1828,99,2,1,SPP0J33247,1,.
1829,99,2,1,PROC8345,1,.
1830,99,2,1,SM20H54472,1,.
1831,99,2,1,000000000031503455,2,5
1832,99,2,1,000000000031503456,2,3
1833,99,2,1,SPP0J33159,2,3
1834,99,2,1,SPP0M26744,1,.
1835,99,2,1,PROC11106,1,.
1836,99,2,1,PROC10958,1,.
1837,99,2,1,SSW0Q44609,2,1
1838,99,2,1,PROC10219,1,.
1839,99,2,1,PROC10938,2,3
1840,4,4,2,SSW0F82867,1,.
1841,4,4,2,SSW0F75749,2,3
1842,4,4,2,SSW0G45194,1,.
1843,4,4,2,000000000031045653,1,.
1844,4,4,2,SSW0G44390,1,.
1845,4,4,2,SSW0G44671,1,.
1846,4,4,2,SSW0K51131,2,3
1847,4,4,2,000000000031038890,1,.
1848,4,4,2,PROC3420,2,1
1849,4,4,2,PROC6914,1,.
1850,4,4,2,PROC9321,2,2
1851,4,4,2,PROC12008,1,.
1852,4,4,2,SD50H32650,1,.
1853,4,4,2,PROC14101,2,3
1854,4,4,2,000000000031034561,1,.
1855,4,4,2,PROC3726,1,.
1856,4,4,2,000000000031502214,1,.
1857,4,4,2,SDM0K33193,1,.
1858,4,4,2,SM20H54473,2,3
1859,4,4,2,PROC7704,2,3
1860,4,4,2,000000000031503454,2,1
1861,4,4,2,PROC9321,2,1
1862,4,4,2,SP10K29485,1,.
1863,4,4,2,PROC11104,1,.
1864,4,4,2,PROC3420,2,3
1865,4,4,2,cdb_49000017,2,5
1866,4,4,2,SPP0M26744,2,5
1867,4,4,2,PROC14102,2,2
1868,4,4,2,PROC13209,1,.
1869,4,4,2,PROC10209,1,.
1870,4,4,2,SSW0N29422,1,.
1871,4,4,2,PROC12801,2,5
1872,4,4,2,SL10F25678,1,.
1873,4,4,2,SSW0Q43526,1,.
1874,6,4,3,SSW0F82867,1,.
1875,6,4,3,SSW0F75749,2,3
1876,6,4,3,SSW0G45194,1,.
1877,6,4,3,000000000031045653,1,.
1878,6,4,3,SSW0G44390,1,.
1879,6,4,3,SSW0G44671,1,.
1880,6,4,3,SSW0K51131,2,3
1881,6,4,3,000000000031038890,1,.
1882,6,4,3,PROC3420,2,1
1883,6,4,3,PROC6914,1,.
1884,6,4,3,PROC9321,2,2
1885,6,4,3,PROC12008,1,.
1886,6,4,3,SD50H32650,1,.
1887,6,4,3,PROC14101,2,3
1888,6,4,3,000000000031034561,1,.
1889,6,4,3,PROC3726,1,.
1890,6,4,3,000000000031502214,1,.
1891,6,4,3,SDM0K33193,1,.
1892,6,4,3,SM20H54473,2,3
1893,6,4,3,PROC7704,2,3
1894,6,4,3,000000000031503454,2,1
1895,6,4,3,PROC9321,2,1
1896,6,4,3,SP10K29485,1,.
1897,6,4,3,PROC11104,1,.
1898,6,4,3,PROC3420,2,3
1899,6,4,3,cdb_49000017,2,5
1900,6,4,3,SPP0M26744,2,5
1901,6,4,3,PROC14102,2,2
1902,6,4,3,PROC13209,1,.
1903,6,4,3,PROC10209,1,.
1904,6,4,3,SSW0N29422,1,.
1905,6,4,3,PROC12801,2,5
1906,6,4,3,SL10F25678,1,.
1907,6,4,3,SSW0Q43526,1,.
1908,7,4,3,SSW0F82867,1,.
1909,7,4,3,SSW0F75749,2,3
1910,7,4,3,SSW0G45194,1,.
1911,7,4,3,000000000031045653,1,.
1912,7,4,3,SSW0G44390,1,.
1913,7,4,3,SSW0G44671,1,.
1914,7,4,3,SSW0K51131,2,3
1915,7,4,3,000000000031038890,1,.
1916,7,4,3,PROC3420,2,1
1917,7,4,3,PROC6914,1,.
1918,7,4,3,PROC9321,2,2
1919,7,4,3,PROC12008,1,.
1920,7,4,3,SD50H32650,1,.
1921,7,4,3,PROC14101,2,3
1922,7,4,3,000000000031034561,1,.
1923,7,4,3,PROC3726,1,.
1924,7,4,3,000000000031502214,1,.
1925,7,4,3,SDM0K33193,1,.
1926,7,4,3,SM20H54473,2,3
1927,7,4,3,PROC7704,2,3
1928,7,4,3,000000000031503454,2,1
1929,7,4,3,PROC9321,2,1
1930,7,4,3,SP10K29485,1,.
1931,7,4,3,PROC11104,1,.
1932,7,4,3,PROC3420,2,3
1933,7,4,3,cdb_49000017,2,5
1934,7,4,3,SPP0M26744,2,5
1935,7,4,3,PROC14102,2,2
1936,7,4,3,PROC13209,1,.
1937,7,4,3,PROC10209,1,.
1938,7,4,3,SSW0N29422,1,.
1939,7,4,3,PROC12801,2,5
1940,7,4,3,SL10F25678,1,.
1941,7,4,3,SSW0Q43526,1,.
1942,10,4,4,SSW0F82867,1,.
1943,10,4,4,SSW0F75749,2,3
1944,10,4,4,SSW0G45194,1,.
1945,10,4,4,000000000031045653,1,.
1946,10,4,4,SSW0G44390,1,.
1947,10,4,4,SSW0G44671,1,.
1948,10,4,4,SSW0K51131,2,3
1949,10,4,4,000000000031038890,1,.
1950,10,4,4,PROC3420,2,1
1951,10,4,4,PROC6914,1,.
1952,10,4,4,PROC9321,2,2
1953,10,4,4,PROC12008,1,.
1954,10,4,4,SD50H32650,1,.
1955,10,4,4,PROC14101,2,3
1956,10,4,4,000000000031034561,1,.
1957,10,4,4,PROC3726,1,.
1958,10,4,4,000000000031502214,1,.
1959,10,4,4,SDM0K33193,1,.
1960,10,4,4,SM20H54473,2,3
1961,10,4,4,PROC7704,2,3
1962,10,4,4,000000000031503454,2,1
1963,10,4,4,PROC9321,2,1
1964,10,4,4,SP10K29485,1,.
1965,10,4,4,PROC11104,1,.
1966,10,4,4,PROC3420,2,3
1967,10,4,4,cdb_49000017,2,5
1968,10,4,4,SPP0M26744,2,5
1969,10,4,4,PROC14102,2,2
1970,10,4,4,PROC13209,1,.
1971,10,4,4,PROC10209,1,.
1972,10,4,4,SSW0N29422,1,.
1973,10,4,4,PROC12801,2,5
1974,10,4,4,SL10F25678,1,.
1975,10,4,4,SSW0Q43526,1,.
1976,12,4,1,SSW0F82867,1,.
1977,12,4,1,SSW0F75749,2,3
1978,12,4,1,SSW0G45194,1,.
1979,12,4,1,000000000031045653,1,.
1980,12,4,1,SSW0G44390,1,.
1981,12,4,1,SSW0G44671,1,.
1982,12,4,1,SSW0K51131,2,3
1983,12,4,1,000000000031038890,1,.
1984,12,4,1,PROC3420,2,1
1985,12,4,1,PROC6914,1,.
1986,12,4,1,PROC9321,2,2
1987,12,4,1,PROC12008,1,.
1988,12,4,1,SD50H32650,1,.
1989,12,4,1,PROC14101,2,3
1990,12,4,1,000000000031034561,1,.
1991,12,4,1,PROC3726,1,.
1992,12,4,1,000000000031502214,1,.
1993,12,4,1,SDM0K33193,1,.
1994,12,4,1,SM20H54473,2,3
1995,12,4,1,PROC7704,2,3
1996,12,4,1,000000000031503454,2,1
1997,12,4,1,PROC9321,2,1
1998,12,4,1,SP10K29485,1,.
1999,12,4,1,PROC11104,1,.
2000,12,4,1,PROC3420,2,3
2001,12,4,1,cdb_49000017,2,5
2002,12,4,1,SPP0M26744,2,5
2003,12,4,1,PROC14102,2,2
2004,12,4,1,PROC13209,1,.
2005,12,4,1,PROC10209,1,.
2006,12,4,1,SSW0N29422,1,.
2007,12,4,1,PROC12801,2,5
2008,12,4,1,SL10F25678,1,.
2009,12,4,1,SSW0Q43526,1,.
2010,18,4,2,SSW0F82867,1,.
2011,18,4,2,SSW0F75749,2,3
2012,18,4,2,SSW0G45194,1,.
2013,18,4,2,000000000031045653,1,.
2014,18,4,2,SSW0G44390,1,.
2015,18,4,2,SSW0G44671,1,.
2016,18,4,2,SSW0K51131,2,3
2017,18,4,2,000000000031038890,1,.
2018,18,4,2,PROC3420,2,1
2019,18,4,2,PROC6914,1,.
2020,18,4,2,PROC9321,2,2
2021,18,4,2,PROC12008,1,.
2022,18,4,2,SD50H32650,1,.
2023,18,4,2,PROC14101,2,3
2024,18,4,2,000000000031034561,1,.
2025,18,4,2,PROC3726,1,.
2026,18,4,2,000000000031502214,1,.
2027,18,4,2,SDM0K33193,1,.
2028,18,4,2,SM20H54473,2,3
2029,18,4,2,PROC7704,2,3
2030,18,4,2,000000000031503454,2,1
2031,18,4,2,PROC9321,2,1
2032,18,4,2,SP10K29485,1,.
2033,18,4,2,PROC11104,1,.
2034,18,4,2,PROC3420,2,3
2035,18,4,2,cdb_49000017,2,5
2036,18,4,2,SPP0M26744,2,5
2037,18,4,2,PROC14102,2,2
2038,18,4,2,PROC13209,1,.
2039,18,4,2,PROC10209,1,.
2040,18,4,2,SSW0N29422,1,.
2041,18,4,2,PROC12801,2,5
2042,18,4,2,SL10F25678,1,.
2043,18,4,2,SSW0Q43526,1,.
2044,19,4,2,SSW0F82867,1,.
2045,19,4,2,SSW0F75749,2,3
2046,19,4,2,SSW0G45194,1,.
2047,19,4,2,000000000031045653,1,.
2048,19,4,2,SSW0G44390,1,.
2049,19,4,2,SSW0G44671,1,.
2050,19,4,2,SSW0K51131,2,3
2051,19,4,2,000000000031038890,1,.
2052,19,4,2,PROC3420,2,1
2053,19,4,2,PROC6914,1,.
2054,19,4,2,PROC9321,2,2
2055,19,4,2,PROC12008,1,.
2056,19,4,2,SD50H32650,1,.
2057,19,4,2,PROC14101,2,3
2058,19,4,2,000000000031034561,1,.
2059,19,4,2,PROC3726,1,.
2060,19,4,2,000000000031502214,1,.
2061,19,4,2,SDM0K33193,1,.
2062,19,4,2,SM20H54473,2,3
2063,19,4,2,PROC7704,2,3
2064,19,4,2,000000000031503454,2,1
2065,19,4,2,PROC9321,2,1
2066,19,4,2,SP10K29485,1,.
2067,19,4,2,PROC11104,1,.
2068,19,4,2,PROC3420,2,3
2069,19,4,2,cdb_49000017,2,5
2070,19,4,2,SPP0M26744,2,5
2071,19,4,2,PROC14102,2,2
2072,19,4,2,PROC13209,1,.
2073,19,4,2,PROC10209,1,.
2074,19,4,2,SSW0N29422,1,.
2075,19,4,2,PROC12801,2,5
2076,19,4,2,SL10F25678,1,.
2077,19,4,2,SSW0Q43526,1,.
2078,30,4,2,SSW0F82867,1,.
2079,30,4,2,SSW0F75749,2,3
2080,30,4,2,SSW0G45194,1,.
2081,30,4,2,000000000031045653,1,.
2082,30,4,2,SSW0G44390,1,.
2083,30,4,2,SSW0G44671,1,.
2084,30,4,2,SSW0K51131,2,3
2085,30,4,2,000000000031038890,1,.
2086,30,4,2,PROC3420,2,1
2087,30,4,2,PROC6914,1,.
2088,30,4,2,PROC9321,2,2
2089,30,4,2,PROC12008,1,.
2090,30,4,2,SD50H32650,1,.
2091,30,4,2,PROC14101,2,3
2092,30,4,2,000000000031034561,1,.
2093,30,4,2,PROC3726,1,.
2094,30,4,2,000000000031502214,1,.
2095,30,4,2,SDM0K33193,1,.
2096,30,4,2,SM20H54473,2,3
2097,30,4,2,PROC7704,2,3
2098,30,4,2,000000000031503454,2,1
2099,30,4,2,PROC9321,2,1
2100,30,4,2,SP10K29485,1,.
2101,30,4,2,PROC11104,1,.
2102,30,4,2,PROC3420,2,3
2103,30,4,2,cdb_49000017,2,5
2104,30,4,2,SPP0M26744,2,5
2105,30,4,2,PROC14102,2,2
2106,30,4,2,PROC13209,1,.
2107,30,4,2,PROC10209,1,.
2108,30,4,2,SSW0N29422,1,.
2109,30,4,2,PROC12801,2,5
2110,30,4,2,SL10F25678,1,.
2111,30,4,2,SSW0Q43526,1,.
2112,31,4,48,SSW0F82867,1,.
2113,31,4,48,SSW0F75749,2,3
2114,31,4,48,SSW0G45194,1,.
2115,31,4,48,000000000031045653,1,.
2116,31,4,48,SSW0G44390,1,.
2117,31,4,48,SSW0G44671,1,.
2118,31,4,48,SSW0K51131,2,3
2119,31,4,48,000000000031038890,1,.
2120,31,4,48,PROC3420,2,1
2121,31,4,48,PROC6914,1,.
2122,31,4,48,PROC9321,2,2
2123,31,4,48,PROC12008,1,.
2124,31,4,48,SD50H32650,1,.
2125,31,4,48,PROC14101,2,3
