,Order Number,Finished Good,Order Size,Item_Number,Quantity,Shared_parts
2824,50,5,2,PROC8212,1,.
2825,50,5,2,SB20K00972,2,4
2826,50,5,2,000000000031501055,1,.
2827,50,5,2,SSW0K51614,1,.
2828,50,5,2,SSW0K51686,1,.
2829,50,5,2,SSW0K52073,2,4
2830,50,5,2,PROC10806,2,3
2831,50,5,2,PROC11105,2,4
2832,50,5,2,SSW0N26852,1,.
2833,50,5,2,SSW0N27719,2,1
2834,50,5,2,SSW0N29425,1,.
2835,50,5,2,000000000067000739,1,.
2836,50,5,2,SPP0G98255,1,.
2837,50,5,2,SSW0Q43897,1,.
2838,51,5,2,SSW0K51574,1,.
2839,51,5,2,SD50H32698,2,4
2840,51,5,2,PROC11021,1,.
2841,51,5,2,PROC6222,2,1
2842,51,5,2,000000000025216222,1,.
2843,51,5,2,SM50F76959,2,1
2844,51,5,2,000000000031045784,2,4
2845,51,5,2,000000000031506282,1,.
2846,51,5,2,000000000031045785,1,.
2847,51,5,2,000000000144002367,1,.
2848,51,5,2,PROC8219,2,2
2849,51,5,2,PROC8212,1,.
2850,51,5,2,SB20K00972,2,4
2851,51,5,2,000000000031501055,1,.
2852,51,5,2,SSW0K51614,1,.
2853,51,5,2,SSW0K51686,1,.
2854,51,5,2,SSW0K52073,2,4
2855,51,5,2,PROC10806,2,3
2856,51,5,2,PROC11105,2,4
2857,51,5,2,SSW0N26852,1,.
2858,51,5,2,SSW0N27719,2,1
2859,51,5,2,SSW0N29425,1,.
2860,51,5,2,000000000067000739,1,.
2861,51,5,2,SPP0G98255,1,.
2862,51,5,2,SSW0Q43897,1,.
2863,55,5,1,SSW0K51574,1,.
2864,55,5,1,SD50H32698,2,4
2865,55,5,1,PROC11021,1,.
2866,55,5,1,PROC6222,2,1
2867,55,5,1,000000000025216222,1,.
2868,55,5,1,SM50F76959,2,1
2869,55,5,1,000000000031045784,2,4
2870,55,5,1,000000000031506282,1,.
2871,55,5,1,000000000031045785,1,.
2872,55,5,1,000000000144002367,1,.
2873,55,5,1,PROC8219,2,2
2874,55,5,1,PROC8212,1,.
2875,55,5,1,SB20K00972,2,4
2876,55,5,1,000000000031501055,1,.
2877,55,5,1,SSW0K51614,1,.
2878,55,5,1,SSW0K51686,1,.
2879,55,5,1,SSW0K52073,2,4
2880,55,5,1,PROC10806,2,3
2881,55,5,1,PROC11105,2,4
2882,55,5,1,SSW0N26852,1,.
2883,55,5,1,SSW0N27719,2,1
2884,55,5,1,SSW0N29425,1,.
2885,55,5,1,000000000067000739,1,.
2886,55,5,1,SPP0G98255,1,.
2887,55,5,1,SSW0Q43897,1,.
2888,57,5,4,SSW0K51574,1,.
2889,57,5,4,SD50H32698,2,4
2890,57,5,4,PROC11021,1,.
2891,57,5,4,PROC6222,2,1
2892,57,5,4,000000000025216222,1,.
2893,57,5,4,SM50F76959,2,1
2894,57,5,4,000000000031045784,2,4
2895,57,5,4,000000000031506282,1,.
2896,57,5,4,000000000031045785,1,.
2897,57,5,4,000000000144002367,1,.
2898,57,5,4,PROC8219,2,2
2899,57,5,4,PROC8212,1,.
2900,57,5,4,SB20K00972,2,4
2901,57,5,4,000000000031501055,1,.
2902,57,5,4,SSW0K51614,1,.
2903,57,5,4,SSW0K51686,1,.
2904,57,5,4,SSW0K52073,2,4
2905,57,5,4,PROC10806,2,3
2906,57,5,4,PROC11105,2,4
2907,57,5,4,SSW0N26852,1,.
2908,57,5,4,SSW0N27719,2,1
2909,57,5,4,SSW0N29425,1,.
2910,57,5,4,000000000067000739,1,.
2911,57,5,4,SPP0G98255,1,.
2912,57,5,4,SSW0Q43897,1,.
2913,59,5,2,SSW0K51574,1,.
2914,59,5,2,SD50H32698,2,4
2915,59,5,2,PROC11021,1,.
2916,59,5,2,PROC6222,2,1
2917,59,5,2,000000000025216222,1,.
2918,59,5,2,SM50F76959,2,1
2919,59,5,2,000000000031045784,2,4
2920,59,5,2,000000000031506282,1,.
2921,59,5,2,000000000031045785,1,.
2922,59,5,2,000000000144002367,1,.
2923,59,5,2,PROC8219,2,2
2924,59,5,2,PROC8212,1,.
2925,59,5,2,SB20K00972,2,4
2926,59,5,2,000000000031501055,1,.
2927,59,5,2,SSW0K51614,1,.
2928,59,5,2,SSW0K51686,1,.
2929,59,5,2,SSW0K52073,2,4
2930,59,5,2,PROC10806,2,3
2931,59,5,2,PROC11105,2,4
2932,59,5,2,SSW0N26852,1,.
2933,59,5,2,SSW0N27719,2,1
2934,59,5,2,SSW0N29425,1,.
2935,59,5,2,000000000067000739,1,.
2936,59,5,2,SPP0G98255,1,.
2937,59,5,2,SSW0Q43897,1,.
2938,63,5,1,SSW0K51574,1,.
2939,63,5,1,SD50H32698,2,4
2940,63,5,1,PROC11021,1,.
2941,63,5,1,PROC6222,2,1
2942,63,5,1,000000000025216222,1,.
2943,63,5,1,SM50F76959,2,1
2944,63,5,1,000000000031045784,2,4
2945,63,5,1,000000000031506282,1,.
2946,63,5,1,000000000031045785,1,.
2947,63,5,1,000000000144002367,1,.
2948,63,5,1,PROC8219,2,2
2949,63,5,1,PROC8212,1,.
2950,63,5,1,SB20K00972,2,4
2951,63,5,1,000000000031501055,1,.
2952,63,5,1,SSW0K51614,1,.
2953,63,5,1,SSW0K51686,1,.
2954,63,5,1,SSW0K52073,2,4
2955,63,5,1,PROC10806,2,3
2956,63,5,1,PROC11105,2,4
2957,63,5,1,SSW0N26852,1,.
2958,63,5,1,SSW0N27719,2,1
2959,63,5,1,SSW0N29425,1,.
2960,63,5,1,000000000067000739,1,.
2961,63,5,1,SPP0G98255,1,.
2962,63,5,1,SSW0Q43897,1,.
2963,64,5,1,SSW0K51574,1,.
2964,64,5,1,SD50H32698,2,4
2965,64,5,1,PROC11021,1,.
2966,64,5,1,PROC6222,2,1
2967,64,5,1,000000000025216222,1,.
2968,64,5,1,SM50F76959,2,1
2969,64,5,1,000000000031045784,2,4
2970,64,5,1,000000000031506282,1,.
2971,64,5,1,000000000031045785,1,.
2972,64,5,1,000000000144002367,1,.
2973,64,5,1,PROC8219,2,2
2974,64,5,1,PROC8212,1,.
2975,64,5,1,SB20K00972,2,4
2976,64,5,1,000000000031501055,1,.
2977,64,5,1,SSW0K51614,1,.
2978,64,5,1,SSW0K51686,1,.
2979,64,5,1,SSW0K52073,2,4
2980,64,5,1,PROC10806,2,3
2981,64,5,1,PROC11105,2,4
2982,64,5,1,SSW0N26852,1,.
2983,64,5,1,SSW0N27719,2,1
2984,64,5,1,SSW0N29425,1,.
2985,64,5,1,000000000067000739,1,.
2986,64,5,1,SPP0G98255,1,.
2987,64,5,1,SSW0Q43897,1,.
2988,80,5,1,SSW0K51574,1,.
2989,80,5,1,SD50H32698,2,4
2990,80,5,1,PROC11021,1,.
2991,80,5,1,PROC6222,2,1
2992,80,5,1,000000000025216222,1,.
2993,80,5,1,SM50F76959,2,1
2994,80,5,1,000000000031045784,2,4
2995,80,5,1,000000000031506282,1,.
2996,80,5,1,000000000031045785,1,.
2997,80,5,1,000000000144002367,1,.
2998,80,5,1,PROC8219,2,2
2999,80,5,1,PROC8212,1,.
3000,80,5,1,SB20K00972,2,4
3001,80,5,1,000000000031501055,1,.
3002,80,5,1,SSW0K51614,1,.
3003,80,5,1,SSW0K51686,1,.
3004,80,5,1,SSW0K52073,2,4
3005,80,5,1,PROC10806,2,3
3006,80,5,1,PROC11105,2,4
3007,80,5,1,SSW0N26852,1,.
3008,80,5,1,SSW0N27719,2,1
3009,80,5,1,SSW0N29425,1,.
3010,80,5,1,000000000067000739,1,.
3011,80,5,1,SPP0G98255,1,.
3012,80,5,1,SSW0Q43897,1,.
3013,82,5,1,SSW0K51574,1,.
3014,82,5,1,SD50H32698,2,4
3015,82,5,1,PROC11021,1,.
3016,82,5,1,PROC6222,2,1
3017,82,5,1,000000000025216222,1,.
3018,82,5,1,SM50F76959,2,1
3019,82,5,1,000000000031045784,2,4
3020,82,5,1,000000000031506282,1,.
3021,82,5,1,000000000031045785,1,.
3022,82,5,1,000000000144002367,1,.
3023,82,5,1,PROC8219,2,2
3024,82,5,1,PROC8212,1,.
3025,82,5,1,SB20K00972,2,4
3026,82,5,1,000000000031501055,1,.
3027,82,5,1,SSW0K51614,1,.
3028,82,5,1,SSW0K51686,1,.
3029,82,5,1,SSW0K52073,2,4
3030,82,5,1,PROC10806,2,3
3031,82,5,1,PROC11105,2,4
3032,82,5,1,SSW0N26852,1,.
3033,82,5,1,SSW0N27719,2,1
3034,82,5,1,SSW0N29425,1,.
3035,82,5,1,000000000067000739,1,.
3036,82,5,1,SPP0G98255,1,.
3037,82,5,1,SSW0Q43897,1,.
3038,84,5,1,SSW0K51574,1,.
3039,84,5,1,SD50H32698,2,4
3040,84,5,1,PROC11021,1,.
3041,84,5,1,PROC6222,2,1
3042,84,5,1,000000000025216222,1,.
3043,84,5,1,SM50F76959,2,1
3044,84,5,1,000000000031045784,2,4
3045,84,5,1,000000000031506282,1,.
3046,84,5,1,000000000031045785,1,.
3047,84,5,1,000000000144002367,1,.
3048,84,5,1,PROC8219,2,2
3049,84,5,1,PROC8212,1,.
3050,84,5,1,SB20K00972,2,4
3051,84,5,1,000000000031501055,1,.
3052,84,5,1,SSW0K51614,1,.
3053,84,5,1,SSW0K51686,1,.
3054,84,5,1,SSW0K52073,2,4
3055,84,5,1,PROC10806,2,3
3056,84,5,1,PROC11105,2,4
3057,84,5,1,SSW0N26852,1,.
3058,84,5,1,SSW0N27719,2,1
3059,84,5,1,SSW0N29425,1,.
3060,84,5,1,000000000067000739,1,.
3061,84,5,1,SPP0G98255,1,.
3062,84,5,1,SSW0Q43897,1,.
3063,88,5,1,SSW0K51574,1,.
3064,88,5,1,SD50H32698,2,4
3065,88,5,1,PROC11021,1,.
3066,88,5,1,PROC6222,2,1
3067,88,5,1,000000000025216222,1,.
3068,88,5,1,SM50F76959,2,1
3069,88,5,1,000000000031045784,2,4
3070,88,5,1,000000000031506282,1,.
3071,88,5,1,000000000031045785,1,.
3072,88,5,1,000000000144002367,1,.
3073,88,5,1,PROC8219,2,2
3074,88,5,1,PROC8212,1,.
3075,88,5,1,SB20K00972,2,4
3076,88,5,1,000000000031501055,1,.
3077,88,5,1,SSW0K51614,1,.
3078,88,5,1,SSW0K51686,1,.
3079,88,5,1,SSW0K52073,2,4
3080,88,5,1,PROC10806,2,3
3081,88,5,1,PROC11105,2,4
3082,88,5,1,SSW0N26852,1,.
3083,88,5,1,SSW0N27719,2,1
3084,88,5,1,SSW0N29425,1,.
3085,88,5,1,000000000067000739,1,.
3086,88,5,1,SPP0G98255,1,.
3087,88,5,1,SSW0Q43897,1,.
3088,90,5,4,SSW0K51574,1,.
3089,90,5,4,SD50H32698,2,4
3090,90,5,4,PROC11021,1,.
3091,90,5,4,PROC6222,2,1
3092,90,5,4,000000000025216222,1,.
3093,90,5,4,SM50F76959,2,1
3094,90,5,4,000000000031045784,2,4
3095,90,5,4,000000000031506282,1,.
3096,90,5,4,000000000031045785,1,.
3097,90,5,4,000000000144002367,1,.
3098,90,5,4,PROC8219,2,2
3099,90,5,4,PROC8212,1,.
3100,90,5,4,SB20K00972,2,4
3101,90,5,4,000000000031501055,1,.
3102,90,5,4,SSW0K51614,1,.
3103,90,5,4,SSW0K51686,1,.
3104,90,5,4,SSW0K52073,2,4
3105,90,5,4,PROC10806,2,3
3106,90,5,4,PROC11105,2,4
3107,90,5,4,SSW0N26852,1,.
3108,90,5,4,SSW0N27719,2,1
3109,90,5,4,SSW0N29425,1,.
3110,90,5,4,000000000067000739,1,.
3111,90,5,4,SPP0G98255,1,.
3112,90,5,4,SSW0Q43897,1,.
